Plate,Group,Treatment,Day,Location,Well ID,sCD40L,hEGF,hEotaxin,hFGF-2,hFLT-3L,hG-CSF,hGM-CSF,hGROa,hIFNa2,hIFNy,hIL-1a,hIL-1b,hIL-1RA,hIL-2,hIL-3,hIL-4,hIL-6,hIL-7,hIL-8,hIL-10,hIL-15,hIL-17A,hIL-17E/IL-25,hIL-17F,hIL-22,hIL-27,hIP-10,hMCP-1,hMCP-3,hMDC,hPDGF-AA,hPDGF-AB/BB,hRANTES,hTGFa,hTNFa,hTNFb,hVEGF-A
Plate 1,uci_msc_22,MSC,22,E18,268,174.9747,18.44989,7.712739,330.8555,2.618214,20.56545,176.232,0.96835,9.534787,4.367548,2.960343,5.107371,2.777308,2.457129,4.620011,1.841092,1.717633,12.13308,0.319194,8.353822,18.80923,12.03385,182.2081,18.86837,66.78967,426.0307,15.48387,28.79234,40.66181,1.107212,11.29946,1026.603,1.017375,3.798711,4.871871,9.61163,18.62726
Plate 1,uci_msc_27,MSC,27,E22,272,-,17.95641,7.663144,326.0875,2.324619,23.15135,288.5206,1.407009,8.003942,4.387765,1.988089,5.332322,-,2.057902,8.021879,2.554411,1.177661,27.60831,0.200962,5.25922,18.89529,11.50916,155.3437,-,59.82274,368.9203,15.93028,28.84298,38.48468,1.020147,11.63001,1023.736,1.315268,2.493261,6.586683,10.79996,-
Plate 1,uci_msc_27,MSC,27,E23,273,-,17.11298,13.24378,356.4688,2.820817,21.21856,343.2184,1.319607,12.52,5.347336,4.055215,6.161676,3.713599,3.564949,7.15561,2.557713,1.412108,32.7612,0.300009,6.109775,19.70795,15.9055,210.9073,19.42887,72.78893,506.9413,18.36055,28.7112,47.03758,1.278197,12.69726,1056.655,1.219388,4.361763,7.214649,9.537631,23.24474
Plate 1,uci_msc_27,MSC,27,E24,274,-,17.8532,7.750582,320.6528,2.574092,16.80767,211.1999,1.011297,11.0951,3.691322,2.848658,5.16277,-,1.865618,5.123215,1.741779,1.285221,29.86495,0.146947,-,19.2459,10.44277,151.3043,-,62.12828,387.7235,14.43333,26.60363,33.57755,0.952264,14.87511,972.9095,1.011917,3.122994,5.408602,11.7418,-
Plate 1,uci_msc_29,MSC,29,F16,278,-,12.96176,7.962626,315.1467,1.918045,14.84942,169.1988,-,5.746747,3.863481,4.510529,3.834288,-,1.351016,1.423382,1.417308,1.303342,8.458671,0.235738,-,17.43074,7.129581,116.4714,-,45.08961,284.5952,10.06896,28.0283,34.17624,0.624203,11.04204,790.8966,1.250531,2.818044,3.534889,8.528341,13.32478
Plate 1,uci_msc_29,MSC,29,F17,279,-,11.52751,4.598136,316.8659,2.350681,13.41684,201.5465,0.848513,6.982811,3.629073,2.245024,4.123059,-,1.490943,1.983563,1.488495,1.074862,13.81588,0.142549,-,17.19748,7.631239,148.4616,-,47.9841,368.951,12.74508,27.02042,37.16102,0.951439,11.14303,788.4812,1.257934,2.860267,5.684915,8.000186,15.53309
Plate 1,uci_msc_29,MSC,29,F18,280,117.6269,14.11481,6.427332,310.7363,1.961112,14.43393,213.603,-,8.358249,3.412081,3.401595,3.716169,-,1.672408,2.179551,1.871296,1.088313,14.18596,0.253727,-,16.89961,10.19564,154.084,-,46.64936,330.2329,9.685168,29.39357,35.34626,1.084308,8.618016,944.4673,0.976253,3.155474,5.757086,9.213886,16.55628
Plate 1,uci_msc_30,MSC,30,F22,284,122.9115,19.80438,6.806548,352.8897,2.195866,17.45127,239.1698,1.097311,7.948754,4.30238,3.244521,5.852559,-,2.158722,5.763812,2.557224,10.17771,19.62497,0.339961,-,17.7919,11.22238,156.6433,-,54.51442,414.8661,14.4446,26.79265,40.82842,1.194053,14.33246,891.8838,1.140179,2.735024,8.185213,9.475682,22.5374
Plate 1,uci_msc_30,MSC,30,F23,285,-,16.71503,6.568175,356.8272,2.078899,17.63965,373.5275,1.197229,6.833313,3.196881,3.058643,4.224588,2.602255,2.340563,7.100894,1.885071,14.19292,33.77986,0.708413,6.440764,19.27249,12.29066,157.9942,17.59175,65.02655,401.121,14.21303,27.82095,36.27643,1.11556,14.25732,935.9406,1.26854,3.168303,5.52891,10.91169,24.57256
Plate 1,uci_msc_30,MSC,30,F24,286,147.5036,17.9809,5.554803,317.7641,2.183323,16.78106,258.1259,1.05527,7.651599,3.246185,2.214355,4.205873,2.977622,2.218418,6.487669,2.590909,15.1192,21.26383,0.592687,-,18.40679,12.53834,148.3986,-,61.17266,392.0083,17.58472,28.20721,33.72228,1.199444,13.64823,963.95,1.224713,2.838443,5.39052,11.35465,19.65274
Plate 1,uci_dual_03,Dual,3,A13,215,111.1046,14.38788,7.888181,329.5514,2.222051,15.2717,24.08081,0.832119,7.917769,4.152391,2.521705,5.129304,-,1.790774,1.136546,2.641473,2.597459,0.454296,0.376318,6.211172,18.77528,10.99591,181.4487,-,46.23352,379.6513,12.03674,27.82211,36.85005,0.749641,6.207096,895.4162,1.184824,3.173132,6.20473,8.800405,20.05171
Plate 1,uci_dual_03,Dual,3,A14,216,123.4952,13.47013,8.767367,345.0844,2.20342,16.49835,94.08582,1.1509,6.759664,3.994316,2.792769,3.643623,2.781284,2.126934,0.75795,2.372228,2.945341,2.189781,0.121648,5.851133,17.1352,10.16707,192.149,-,49.66989,400.0637,12.48595,29.35747,44.75526,0.830049,10.06136,917.587,1.111183,4.082306,6.456051,10.35601,22.74411
Plate 1,uci_dual_03,Dual,3,A15,217,136.4692,17.24763,9.451268,330.1956,2.503334,15.86581,84.56401,1.159406,9.220535,4.827779,2.610851,5.928652,2.912117,2.054738,2.49161,2.312871,2.647349,4.314586,0.145119,5.169051,19.27387,11.0845,202.272,18.81541,53.90586,391.5145,13.46043,30.03966,38.9357,0.764178,8.039942,964.2829,0.967239,3.557816,7.433931,8.889869,20.47819
Plate 1,uci_dual_06,Dual,6,A19,221,155.7503,16.82994,5.504138,332.5805,2.225849,17.69802,246.8193,1.17117,7.080261,4.349889,2.136919,5.394631,2.580631,2.453253,6.15739,2.383384,1.651851,14.3631,0.233782,5.335401,19.56977,10.96576,185.1165,-,62.10968,487.3211,14.04855,28.89484,41.09531,0.985214,11.78664,1045.301,1.027472,4.034967,5.778113,12.13456,15.64037
Plate 1,uci_dual_06,Dual,6,A20,222,143.4158,17.13737,5.158752,345.0566,2.250301,19.27352,167.5785,1.033355,8.16614,3.556813,2.736218,6.582706,-,2.084218,5.776847,2.364069,1.659659,18.46383,0.229985,5.19939,18.11682,13.05993,176.3988,-,62.05573,399.7277,14.68303,28.04875,36.96859,0.948828,12.77901,962.8697,1.385583,3.287998,4.688521,10.99793,15.57272
Plate 1,uci_dual_06,Dual,6,A21,223,132.8096,17.93517,7.528049,357.1424,2.18738,17.6912,290.0426,1.605949,7.894686,4.877228,3.02098,4.67909,3.253083,2.448205,5.63704,2.257591,1.540264,25.75857,0.252901,5.712816,19.06523,12.98953,169.2955,17.12744,69.41927,405.4693,15.54065,29.79224,42.29533,0.99035,15.17394,997.9487,0.912409,4.188717,5.982715,10.83841,15.96929
Plate 1,uci_dual_08,Dual,8,B13,227,121.0738,15.62386,6.531384,330.1815,2.380765,14.71587,35.03331,1.291881,6.994316,4.153481,2.346297,4.667732,-,1.450513,1.666501,2.270874,1.476035,1.547446,0.23867,-,18.5091,10.8208,151.0677,-,48.81889,391.283,12.39302,25.72611,33.40315,0.723093,10.76602,772.716,0.970765,3.015644,4.132106,9.798922,19.9589
Plate 1,uci_dual_08,Dual,8,B14,228,-,14.78515,6.781076,334.8893,2.252156,13.35297,64.62261,-,9.547225,4.44422,2.774055,3.620453,-,2.039448,1.998671,2.137993,1.496755,2.829562,0.401052,-,18.28376,11.71019,149.4663,-,46.43247,329.0461,11.41293,28.67439,34.02047,0.787892,8.598719,737.4243,1.0693,2.65173,3.61751,7.488774,16.18712
Plate 1,uci_dual_08,Dual,8,B15,229,145.9179,12.87337,4.406368,323.7369,2.153375,15.59643,165.4437,0.973441,8.727342,3.926698,1.891056,3.545418,10.03185,1.926588,1.308797,1.760321,1.44754,5.110242,0.250804,4.887794,17.37408,9.763903,144.6949,-,47.43934,396.6217,10.77761,26.64945,28.48239,0.780282,9.130271,795.746,1.336683,2.952819,6.150925,11.10189,18.10629
Plate 1,uci_dual_10,Dual,10,B19,233,-,13.9291,8.922457,317.5386,2.159909,13.17432,124.5208,-,8.128405,3.636623,3.007674,4.605856,-,1.824426,1.535593,2.222911,0.833898,5.967183,0.194917,6.227669,17.44957,13.61167,148.4958,-,56.22248,433.9364,16.00246,26.47071,38.32742,0.992651,12.93648,894.6184,1.117301,3.465135,4.574552,8.868501,14.33139
Plate 1,uci_dual_10,Dual,10,B20,234,116.2439,17.7471,7.550145,321.7406,2.024476,13.78888,140.8962,1.278725,5.949752,3.615559,2.686,4.205673,-,1.729422,4.532619,1.86828,1.304926,10.53842,0.161902,-,17.39831,11.24939,146.9504,18.89191,56.64854,457.8932,13.87443,27.51021,34.18256,0.815359,9.578111,992.4841,1.002322,2.999298,5.339594,11.3306,-
Plate 1,uci_dual_10,Dual,10,B21,235,112.4772,18.82146,10.96946,324.1335,3.188292,21.49442,35.23605,1.590318,12.68869,5.614942,2.703044,4.414848,4.657106,4.279927,0.238411,2.821863,2.512085,0.995726,0.233144,8.80078,18.83754,8.563921,230.5291,24.07085,86.28641,497.7701,19.73426,30.13133,50.839,1.690114,14.08157,763.4842,1.375823,3.805415,7.506347,7.311467,26.08433
Plate 1,uci_dual_13,Dual,13,C13,239,126.3165,13.78988,3.640747,334.9044,2.129088,13.49186,143.2727,1.459123,7.24962,3.600723,2.40918,3.80079,-,1.776086,2.023114,1.728805,1.425123,8.320334,0.316514,-,17.90234,11.12249,158.4596,-,50.68276,367.3663,11.87551,26.39652,36.62035,0.66383,12.18484,869.6989,1.055454,3.342701,3.128739,6.789828,15.67241
Plate 1,uci_dual_13,Dual,13,C14,240,-,14.90707,5.443247,302.2607,2.193229,16.71069,114.7775,1.414294,5.985299,4.047377,3.358208,4.172082,2.829801,1.673572,2.352381,2.158808,1.454012,6.63447,0.187723,5.074298,18.65436,9.860442,143.5282,-,49.70449,388.3494,13.07622,27.68469,33.26511,0.671879,11.25574,905.8877,0.982053,3.511686,4.921453,10.74233,18.11937
Plate 1,uci_dual_13,Dual,13,C15,241,148.5591,16.09592,3.553517,349.8431,2.120242,14.09643,180.66,1.077415,9.633245,3.897066,29.28383,5.556751,3.384489,1.573784,2.361142,2.071945,1.439233,8.562063,0.241664,-,18.74325,10.85069,153.4908,-,51.33298,385.2577,11.95595,27.23598,36.17367,1.180128,10.8914,800.3331,0.807071,3.013326,5.952594,9.657242,13.55743
Plate 1,uci_dual_15,Dual,15,C19,245,121.3491,17.08194,4.491778,316.5109,2.118173,15.30602,267.9841,1.177542,8.390647,4.17463,2.730644,4.773964,-,2.004838,2.390651,1.916302,1.180205,15.35917,0.135065,-,18.44131,11.20111,155.206,-,61.88337,461.3065,14.24564,28.96558,38.74404,1.028374,11.04033,939.455,1.061879,3.216461,4.968162,11.20957,14.62104
Plate 1,uci_dual_15,Dual,15,C20,246,138.3244,16.20854,8.393352,329.9675,2.195461,16.28966,169.6186,0.91883,3.076706,3.453654,2.457234,5.110905,2.733396,2.386876,3.913131,2.263699,1.106584,11.28309,0.276948,5.872383,17.74524,10.96808,189.8519,-,57.36243,350.7674,13.84723,28.73052,36.1552,0.903361,12.96486,906.8286,1.083778,3.086892,4.43977,8.510555,16.04093
Plate 1,uci_dual_15,Dual,15,C21,247,161.3143,16.86459,7.471255,320.8713,2.310098,19.91274,126.4256,1.093647,8.561997,3.779466,1.819426,5.525863,2.623914,1.772445,2.899946,2.162139,1.189824,13.79394,0.419186,-,18.50399,8.971388,177.2071,-,56.16403,452.7441,13.87848,26.7846,39.72072,0.990191,10.65424,978.8611,1.024924,2.695829,3.95554,9.681143,15.07569
Plate 1,uci_dual_17,Dual,17,D13,251,-,11.91963,2.752285,329.6373,2.353134,11.61029,161.5609,-,3.408179,3.294786,2.274516,4.540974,-,1.440858,1.600422,1.167269,1.058817,4.462457,-,-,17.91758,8.54109,141.0323,-,38.32679,298.4215,9.829916,27.36942,30.14085,0.557297,9.949415,605.9288,0.96199,1.854276,4.20966,7.023268,-
Plate 1,uci_dual_17,Dual,17,D14,252,133.0858,13.05272,4.317823,309.6894,2.15324,14.4329,144.5187,0.940581,10.07993,4.127509,1.848932,5.585749,-,1.546655,1.463505,1.586447,1.478018,6.439032,0.195817,-,17.46676,10.00871,137.331,-,48.89951,348.7834,10.42296,26.66417,32.42113,0.756883,10.99009,858.4416,1.080801,2.586614,4.569043,11.01063,15.86503
Plate 1,uci_dual_17,Dual,17,D15,253,112.29,13.17248,7.949082,345.9093,1.97699,13.73931,147.6204,1.028385,9.045217,3.830751,3.167282,4.67376,-,1.385545,3.292071,1.57672,1.433143,9.188693,0.252244,5.038971,17.82452,7.666336,129.8493,-,46.34625,379.9122,10.56594,27.06253,38.94406,0.841216,10.50751,764.3974,0.953611,3.239788,3.150548,5.942755,15.18578
Plate 1,uci_dual_20,Dual,20,D19,257,-,17.26538,8.104666,321.302,2.254518,16.90969,300.4081,1.099893,6.948104,3.758226,2.597224,5.436906,3.012991,2.223172,4.714892,2.081119,1.192246,22.00698,0.240273,5.992334,16.84438,12.7607,167.1349,-,59.14425,402.4981,18.06053,28.03446,37.22783,1.171118,8.69488,947.66,1.146089,3.167522,4.839343,9.535454,15.4731
Plate 1,uci_dual_20,Dual,20,D20,258,-,16.20899,7.953252,325.0725,1.868237,19.63029,400.8415,1.039889,5.828257,3.371468,2.142351,4.35625,2.595279,2.449866,4.405604,1.902822,1.314317,33.97423,0.265477,5.890602,18.89753,10.9167,152.7231,20.42865,59.97477,419.3783,12.96241,28.50883,42.59124,0.832652,11.27411,958.8057,1.361323,3.446303,4.949684,12.15094,16.25593
Plate 1,uci_dual_20,Dual,20,D21,259,122.0207,18.50682,6.800746,331.0986,2.176625,18.70984,423.7685,1.215001,7.443546,3.899292,4.091399,5.23615,3.409885,2.565447,5.008995,2.151281,1.118603,30.55037,4.248168,6.379208,18.59308,12.70909,174.4129,-,60.14826,380.5979,15.46128,27.19351,43.11813,1.170401,13.92499,922.3956,1.207837,4.102739,4.257319,9.765632,15.88557
Plate 1,uci_dual_22,Dual,22,E13,263,-,16.78551,6.756869,334.8522,1.889792,17.93809,72.06752,1.422186,9.487139,4.387526,2.129627,4.962366,2.61788,2.318731,1.488921,2.316194,1.549731,2.166822,0.430859,6.536387,20.15692,11.03059,179.2413,-,52.94165,443.2084,14.30181,26.6022,37.65007,0.766996,9.691772,919.0479,1.053893,3.555509,7.055416,8.406438,20.51136
Plate 1,uci_dual_22,Dual,22,E14,264,-,13.83254,7.059373,327.7737,2.585849,12.05065,82.24516,1.138086,5.809531,4.49671,2.119087,2.914136,-,1.533279,1.259262,1.836119,1.345623,2.923567,-,-,18.92543,9.189668,121.8975,-,50.67565,281.4336,11.02409,27.46804,37.88096,0.801005,11.32878,895.4542,1.035452,3.449277,4.293376,7.882826,17.91117
Plate 1,uci_dual_22,Dual,22,E15,265,113.6396,14.0385,4.871774,322.2575,2.244734,16.47575,97.65821,0.922662,4.343418,3.812469,2.674174,4.267004,-,1.86184,1.472406,1.79792,1.450899,3.703246,0.216736,5.488636,20.45139,11.32139,165.5381,-,51.41672,372.4645,12.10808,29.81477,39.8716,0.814835,9.730784,834.8092,1.099511,3.111755,6.305651,9.218957,16.44826
Plate 1,uci_dual_27,Dual,27,E19,269,-,15.7247,6.063766,335.4462,2.18437,20.82859,294.8973,1.284402,7.405094,4.342564,5.422436,3.835139,3.655896,2.328712,4.669265,2.114805,1.390303,14.54502,-,6.683894,18.20482,10.87704,176.1486,-,67.11522,404.9426,14.42279,27.6237,40.63832,1.182091,10.77918,929.4103,1.141665,3.406344,5.117659,10.74152,18.13825
Plate 1,uci_dual_27,Dual,27,E20,270,144.6237,18.66184,7.489314,339.5872,2.026398,19.35024,240.4269,1.465233,5.304383,3.876431,2.674056,5.948885,2.990179,2.650893,3.872072,2.187398,1.209573,14.99849,0.250073,7.098372,17.90467,10.79482,203.8072,-,64.90138,391.5082,16.67975,29.23465,36.30738,1.051718,9.969593,965.2889,1.593762,3.769083,3.054373,12.42485,20.75841
Plate 1,uci_dual_27,Dual,27,E21,271,119.7169,18.78065,9.045766,345.7864,1.877451,20.70946,345.5646,1.110451,9.121734,3.877101,3.094116,5.416887,3.402977,2.389599,7.116313,2.404284,1.146417,33.42036,0.42992,6.8045,18.88242,12.62134,144.7237,-,68.06017,410.537,15.75425,27.55141,39.70851,1.006566,10.10613,1002.745,1.023398,3.228539,5.293493,11.23352,13.37461
Plate 1,uci_dual_29,Dual,29,F13,275,131.549,13.00254,5.07266,327.3058,2.142573,14.50829,154.9065,1.18083,5.87274,3.756028,11.27016,3.242474,-,1.366878,1.249825,1.589443,1.334013,4.037308,0.163677,-,17.53547,8.923321,170.2032,-,45.75199,324.2307,10.61108,25.8337,31.55593,0.721223,12.22922,806.0564,0.914832,3.342032,3.917554,7.436954,17.76913
Plate 1,uci_dual_29,Dual,29,F14,276,-,11.27204,4.150883,335.7742,1.641666,13.84315,102.7787,-,5.566297,4.06612,2.87931,3.173156,2.677626,1.358843,0.976132,1.322255,1.303163,3.223757,0.184863,-,19.1967,8.574224,149.1789,-,42.00962,335.351,8.757775,27.55469,35.68325,0.630504,9.253026,737.5332,0.988682,2.768233,3.390591,7.904758,13.94752
Plate 1,uci_dual_29,Dual,29,F15,277,128.2366,11.64123,8.265305,335.2386,1.961794,12.68922,131.8222,-,4.970659,4.211284,2.111206,3.288605,-,1.897529,1.24227,1.49589,1.181894,3.219914,0.165862,5.026769,17.68134,8.729623,159.9838,-,44.65218,293.8343,9.738722,25.8992,33.54989,0.784949,9.866202,820.793,0.964422,2.837938,4.988462,7.463656,20.85898
Plate 1,uci_dual_30,Dual,30,F19,281,-,15.49306,6.264556,330.1533,2.077354,16.63118,241.7426,-,3.864176,3.513443,2.364455,4.925144,-,2.002062,2.868048,1.882673,8.415394,13.61971,0.18002,5.152385,17.83246,9.520868,168.5782,-,56.51409,428.7046,11.27915,27.5177,34.37654,0.950054,14.17964,862.3246,1.358829,2.921432,4.667941,11.44788,19.11095
Plate 1,uci_dual_30,Dual,30,F20,282,142.327,16.05044,8.135267,327.5408,2.306933,19.60188,144.7508,1.37904,6.52392,4.031902,3.171146,4.977592,-,2.544838,4.113386,2.214164,8.134372,15.9634,0.414331,-,17.50674,9.800365,144.0126,-,57.2874,439.8617,13.99751,28.82381,41.47541,1.065461,13.67437,867.3343,1.201432,2.861597,4.03792,10.65142,22.56903
Plate 1,uci_dual_30,Dual,30,F21,283,-,17.86568,6.556368,326.3856,2.328151,20.59094,444.2179,-,8.18357,4.270556,2.761214,6.00274,-,2.683843,8.375712,2.124941,6.405413,35.32611,0.296942,5.191257,19.2602,12.48918,184.7925,-,58.08654,429.3613,16.38133,26.72228,40.15715,1.213304,11.68522,945.0732,1.008671,3.179524,5.595255,9.969768,14.85554
Plate 1,ctrl_media,None,3,A9,305,134.4118,19.72676,5.287981,351.769,1.984422,19.90738,165.0662,1.159877,3.031424,3.273808,3.352138,4.434195,3.058964,2.801322,5.940772,1.174602,1.857455,14.24266,0.620027,7.752475,19.10071,13.91178,169.1116,-,63.28134,453.7624,12.1716,31.07376,49.39352,1.447264,13.4888,1020.274,2.445624,3.821273,8.241654,15.02657,17.06512
Plate 1,ctrl_isc,ISC,3,B9,306,124.5841,21.16576,9.791932,353.3685,2.688448,14.1437,195.5745,1.080875,8.02412,4.368604,2.690327,6.138233,2.938207,2.151984,8.12279,2.383823,11.43292,11.06188,0.274565,6.096624,19.70504,12.35704,172.4169,-,59.51928,399.0531,13.88834,28.25632,38.80203,0.778576,13.7688,950.0206,1.199792,3.65687,7.358799,12.38525,15.77867
Plate 1,ctrl_dual,Dual,3,D9,308,461.8056,18.92549,9.831484,366.5366,3.297713,19.57807,36.69716,57.90937,12.26315,8.19228,4.536879,5.153074,3.651012,1.415978,2.215115,4.841745,23041.98,0.919251,420.5617,-,20.37788,12.43634,221.0353,-,55.29451,549.4117,11.69242,10694.59,59.87604,2.072803,399.9851,847.9152,9.87939,3.650775,118.5733,67.28263,755.5484
Plate 1,ctrl_msc,MSC,3,E9,309,448.6621,19.14009,10.28961,377.5624,2.333567,14.38486,72.10486,88.27507,9.830183,9.509947,9.99161,3.763335,3.554587,1.420474,2.385417,4.729261,24423.87,1.952599,430.3093,-,19.15272,11.67247,216.8944,-,64.63445,483.9342,11.82733,45016.61,157.836,1.981193,186.5151,852.4357,14.29458,3.490103,124.8375,75.70685,1663.361